,id,gender,age,driving_license,region_code,previously_insured,vehicle_age,vehicle_damage,annual_premium,policy_sales_channel,vintage,response
1975,257152,0.1040223002,0.2,1,0.1870630398,0,1-2 Year,1,-0.2154359057,0.2097137628,0.491349481,0.702666596
1976,81210,0.1040223002,0.8769230769,1,0.1870630398,0,> 2 Years,1,0.2036973577,0.0260522751,0.5778546713,0.6964745453
1977,214500,0.1040223002,0.4,1,0.0958711869,1,1-2 Year,0,-0.2402036641,0.2097137628,0.508650519,0.9994080394
1978,150891,0.1040223002,0.4769230769,1,0.1870630398,0,> 2 Years,1,1.2827227753,0.2097137628,0.723183391,0.7099759404
1979,101368,0.1040223002,0.0615384615,1,0.1870630398,1,< 1 Year,0,0.5898650835,0.3537441741,0.2560553633,0.9991378665
1980,226594,0.1379549141,0.7846153846,1,0.0902406417,0,1-2 Year,1,0.8200424438,0.2097137628,0.4705882353,0.8040551844
1981,167379,0.1379549141,0.0923076923,1,0.0625686059,1,< 1 Year,0,0.6338772739,0.3537441741,0.6193771626,0.9995187085
1982,324964,0.1379549141,0.5846153846,1,0.0728764479,0,> 2 Years,1,0.0325905198,0.1935077586,0.6228373702,0.8097441164
1983,380402,0.1040223002,0.2769230769,1,0.0999176955,0,> 2 Years,1,-1.6234190157,0.2097137628,0.4636678201,0.7850619672
1984,349991,0.1379549141,0.1384615385,1,0.1553672316,0,< 1 Year,1,0.1303824673,0.3537441741,0.6643598616,0.7522282762
1985,9928,0.1040223002,0.8,1,0.1240072202,1,1-2 Year,0,-0.0872947332,0.1935077586,0.3494809689,0.999365349
1986,279876,0.1040223002,0.2923076923,1,0.1192482178,0,1-2 Year,1,-1.6234190157,0.1935077586,0.1453287197,0.7680721392
1987,320599,0.1040223002,0.2153846154,1,0.0695093458,0,1-2 Year,1,-0.1797377751,0.3537441741,0.0830449827,0.8225785704
1988,321646,0.1040223002,0.0615384615,1,0.1127921113,1,< 1 Year,0,0.2486979328,0.3537441741,0.4186851211,0.9993914857
1989,323558,0.1379549141,0.3230769231,1,0.1016852869,0,1-2 Year,1,0.6377726725,0.2097137628,0.3356401384,0.7815377665
1990,224253,0.1379549141,0.5538461538,1,0.1182795699,0,1-2 Year,1,-1.6234190157,0.2097137628,0.4705882353,0.779315364
1991,136994,0.1379549141,0.4769230769,1,0.1870630398,0,1-2 Year,1,-1.6234190157,0.1935077586,0.7370242215,0.7130858054
1992,317186,0.1040223002,0.0615384615,1,0.1229831885,1,< 1 Year,0,-0.199389189,0.3537441741,0.8546712803,0.999362245
1993,17107,0.1040223002,0.8461538462,1,0.0892420538,0,> 2 Years,1,-1.6234190157,0.0048444178,0.4740484429,0.7829290857
1994,165333,0.1040223002,0.0153846154,1,0.1016852869,1,< 1 Year,0,0.1717783451,0.3537441741,0.214532872,0.9994186627
1995,176281,0.1379549141,0.4153846154,1,0.1870630398,1,1-2 Year,0,0.644982067,0.0015120356,0.2352941176,0.9989206012
1996,34875,0.1040223002,0.0461538462,1,0.1870630398,0,< 1 Year,1,-0.5624170842,0.0572867981,0.4221453287,0.6702176039
1997,351273,0.1040223002,0.6307692308,1,0.0625686059,0,1-2 Year,1,-1.6234190157,0.0278168633,0.3598615917,0.8000867775
1998,280602,0.1379549141,0.2615384615,1,0.0906921241,0,1-2 Year,0,-0.3262512754,0.2097137628,0.2179930796,0.9673857976
1999,46129,0.1379549141,0.2307692308,1,0.0625686059,0,1-2 Year,1,-1.6234190157,0.0177344393,0.2006920415,0.7866287079
2000,166449,0.1040223002,0.0153846154,1,0.1870630398,0,< 1 Year,1,0.5620740307,0.0260522751,0.1003460208,0.6613449902
2001,184066,0.1040223002,0.0461538462,1,0.1229831885,1,< 1 Year,0,-1.6234190157,0.3537441741,0.9480968858,0.9993688004
2002,93163,0.1040223002,0.0769230769,1,0.0625686059,1,< 1 Year,0,0.2253255411,0.3537441741,0.3529411765,0.9995203736
2003,205115,0.1379549141,0.4307692308,1,0.1300339641,0,1-2 Year,1,0.2685237676,0.1935077586,0.678200692,0.7594764032
2004,60038,0.1040223002,0.0769230769,1,0.1229831885,1,< 1 Year,0,0.9010899912,0.3537441741,0.5605536332,0.9993587984
2005,35229,0.1379549141,0.1384615385,1,0.1870630398,0,< 1 Year,1,-1.6234190157,0.2097137628,0.6747404844,0.7028170607
2006,108081,0.1379549141,0.0923076923,1,0.0739940311,1,< 1 Year,0,0.3489317719,0.3537441741,0.6435986159,0.9994936726
2007,375811,0.1040223002,0.0307692308,1,0.0671936759,1,< 1 Year,0,-0.3143325184,0.3537441741,0.5501730104,0.9995074189
2008,107102,0.1379549141,0.7692307692,1,0.1870630398,0,1-2 Year,1,0.1092775464,0.1935077586,0.1937716263,0.7217200028
2009,185799,0.1040223002,0.0461538462,1,0.1236947791,1,< 1 Year,0,-0.2336338127,0.3537441741,0.5882352941,0.9993599806
2010,243893,0.1379549141,0.0153846154,1,0.1870630398,1,< 1 Year,0,0.6601566795,0.0572867981,0.5778546713,0.9988852947
2011,373020,0.1379549141,0.8461538462,1,0.1870630398,0,> 2 Years,1,1.438306159,0.0033356621,0.6851211073,0.6884522737
2012,77989,0.1379549141,0.0769230769,1,0.0857525681,1,< 1 Year,0,0.0755561852,0.3537441741,0.0034602076,0.9994679981
2013,247152,0.1040223002,0.0615384615,1,0.1240072202,1,< 1 Year,0,-0.3703797463,0.0572867981,0.937716263,0.9991822131
2014,217073,0.1040223002,0.2,1,0.0787383708,0,< 1 Year,1,-0.2041566918,0.0572867981,0.4636678201,0.7755377705
2015,364224,0.1379549141,0.6,1,0.1870630398,0,> 2 Years,1,0.7739953437,0.1935077586,0.508650519,0.7133881562
2016,189925,0.1040223002,0.1230769231,1,0.0999176955,1,< 1 Year,0,0.0001482448,0.3537441741,0.937716263,0.9994323627
2017,159080,0.1040223002,0.7538461538,1,0.1870630398,0,1-2 Year,1,0.3480015275,0.1935077586,0.0795847751,0.7208660304
2018,137443,0.1040223002,0.0307692308,1,0.0714553991,0,< 1 Year,0,0.1428244867,0.3537441741,0.1384083045,0.9721149029
2019,201685,0.1040223002,0.6461538462,1,0.1870630398,0,1-2 Year,1,-1.6234190157,0.2097137628,0.8200692042,0.7220975549
2020,371750,0.1379549141,0.4923076923,1,0.0714553991,1,1-2 Year,0,0.0081716031,0.0016465117,0.9688581315,0.9993795034
2021,33768,0.1379549141,0.0,1,0.0714553991,0,< 1 Year,1,0.0985797353,0.0572867981,0.4221453287,0.774454469
2022,316477,0.1040223002,0.4153846154,1,0.1870630398,0,> 2 Years,1,0.6313191017,0.2097137628,0.0380622837,0.7101505959
2023,155801,0.1379549141,0.6461538462,1,0.0995762712,0,1-2 Year,0,-1.6234190157,0.2097137628,0.9342560554,0.9685437012
2024,372935,0.1379549141,0.0461538462,1,0.1016852869,1,< 1 Year,0,-0.3008439739,0.3537441741,0.0865051903,0.9994253423
2025,317782,0.1040223002,0.0461538462,1,0.0857525681,1,< 1 Year,0,0.4480609457,0.3537441741,0.7058823529,0.9994596404
2026,324586,0.1379549141,0.2,1,0.0602479101,0,< 1 Year,1,-0.0040959955,0.1935077586,0.2837370242,0.8081979318
2027,125096,0.1040223002,0.0307692308,1,0.1127921113,0,1-2 Year,0,-1.6234190157,0.0177344393,0.9965397924,0.9565052258
2028,96065,0.1040223002,0.3846153846,1,0.0714553991,1,1-2 Year,0,0.1912553382,0.2097137628,0.1972318339,0.9994694295
2029,288303,0.1040223002,0.5538461538,1,0.1870630398,0,1-2 Year,1,0.2646865092,0.2097137628,0.660899654,0.7151051963
2030,325729,0.1379549141,0.8769230769,0,0.1870630398,0,1-2 Year,1,0.9771956149,0.0260522751,0.892733564,0.6942753958
2031,93774,0.1379549141,0.0,1,0.0714553991,1,< 1 Year,0,0.7396925797,0.0572867981,0.0657439446,0.9993504047
2032,2838,0.1040223002,0.8,1,0.1870630398,1,1-2 Year,0,0.649168167,0.2097137628,0.6989619377,0.9991509371
2033,207274,0.1379549141,0.1384615385,1,0.1229831885,1,< 1 Year,0,0.4158512318,0.3537441741,0.0726643599,0.9993718736
2034,186554,0.1379549141,0.4769230769,1,0.1870630398,0,1-2 Year,1,0.6200398878,0.2097137628,0.1038062284,0.7124303886
2035,258131,0.1379549141,0.0615384615,1,0.1097234612,1,< 1 Year,0,-0.4247409061,0.3537441741,0.7301038062,0.9994024811
2036,364798,0.1379549141,0.6,1,0.1870630398,0,1-2 Year,1,0.9510324899,0.2097137628,0.8477508651,0.715160331
2037,53052,0.1379549141,0.5076923077,1,0.1870630398,0,1-2 Year,1,0.3266640455,0.1935077586,0.3356401384,0.7110468642
2038,347457,0.1379549141,0.3384615385,1,0.1237219516,1,1-2 Year,0,-1.6234190157,0.1935077586,0.6955017301,0.9993171294
2039,114996,0.1379549141,0.2307692308,1,0.1686844229,0,1-2 Year,1,0.2035229369,0.2097137628,0.0726643599,0.72134235
2040,313325,0.1040223002,0.0153846154,1,0.0958711869,0,< 1 Year,1,1.3233628296,0.0572867981,0.2076124567,0.752566612
2041,206589,0.1040223002,0.4615384615,1,0.1870630398,0,1-2 Year,1,3.4242617716,0.0048509776,0.9480968858,0.6681825893
2042,41233,0.1379549141,0.7846153846,1,0.1229831885,0,1-2 Year,1,0.4906777694,0.2097137628,0.9307958478,0.7787191669
2043,205657,0.1379549141,0.4153846154,1,0.0728764479,1,1-2 Year,0,-1.6234190157,0.0019581025,0.8166089965,0.9993773865
2044,167408,0.1379549141,0.4153846154,1,0.1016852869,0,1-2 Year,1,-0.3039254087,0.1935077586,0.9065743945,0.7829435493
2045,254887,0.1379549141,0.3230769231,1,0.0796573876,0,1-2 Year,1,0.2905007926,0.2097137628,0.1937716263,0.7993349306
2046,239561,0.1379549141,0.8307692308,1,0.1870630398,1,1-2 Year,0,4.6795685118,0.0260522751,0.0519031142,0.9989835505
2047,102996,0.1040223002,0.0615384615,1,0.1870630398,0,< 1 Year,1,1.8523812182,0.0260522751,0.0103806228,0.6606128228
2048,233425,0.1379549141,0.8461538462,1,0.0705882353,0,1-2 Year,1,0.5668996738,0.2097137628,0.1384083045,0.8206177449
2049,32500,0.1040223002,0.0461538462,1,0.0958711869,1,< 1 Year,0,0.1865459757,0.3537441741,0.8200692042,0.9994344141
2050,21874,0.1379549141,0.0307692308,1,0.1236947791,0,< 1 Year,1,-1.6234190157,0.3537441741,0.276816609,0.7788242766
2051,168057,0.1379549141,0.1384615385,1,0.1236947791,0,1-2 Year,1,-1.6234190157,0.0278168633,0.6539792388,0.7323162875
2052,299734,0.1379549141,0.1076923077,1,0.1237219516,1,< 1 Year,0,0.0471255893,0.3537441741,0.6055363322,0.9993654055
2053,18955,0.1379549141,0.3846153846,1,0.1870630398,1,1-2 Year,0,0.8798106494,0.0027813583,0.044982699,0.9989147777
2054,4626,0.1379549141,0.0307692308,1,0.1127921113,1,< 1 Year,0,0.3218384024,0.3537441741,0.5605536332,0.999386758
2055,271087,0.1379549141,0.0461538462,1,0.1016852869,1,< 1 Year,0,-0.3568912018,0.3537441741,0.5640138408,0.9994232591
2056,181486,0.1379549141,0.0461538462,1,0.0958711869,1,< 1 Year,0,3.3336792186,0.2097137628,0.9065743945,0.9993423956
2057,250432,0.1379549141,0.0307692308,1,0.0705882353,1,< 1 Year,0,-1.6234190157,0.3537441741,0.0726643599,0.9995080291
2058,224302,0.1379549141,0.2923076923,1,0.1870630398,0,1-2 Year,1,0.1318359742,0.1935077586,0.5778546713,0.7026190691
2059,211429,0.1040223002,0.0615384615,1,0.0881246642,0,< 1 Year,1,0.5300968779,0.3537441741,0.7474048443,0.803023283
2060,353560,0.1040223002,0.3230769231,1,0.0958711869,0,> 2 Years,1,-1.6234190157,0.2097137628,0.7128027682,0.7893145199
2061,87175,0.1040223002,0.2461538462,1,0.1240072202,1,1-2 Year,0,-0.1320046069,0.3537441741,0.8892733564,0.9993804307
2062,267916,0.1379549141,0.3538461538,1,0.0626780627,0,1-2 Year,1,0.0477069921,0.1935077586,0.2249134948,0.8109070497
2063,118382,0.1040223002,0.5692307692,1,0.1870630398,1,1-2 Year,0,0.6075978683,0.2097137628,0.4325259516,0.9991157603
2064,325529,0.1040223002,0.7076923077,1,0.0714553991,1,1-2 Year,0,-1.6234190157,0.3537441741,0.3425605536,0.9995639892
2065,289944,0.1379549141,0.4461538462,1,0.1870630398,1,1-2 Year,0,-1.6234190157,0.1935077586,0.0519031142,0.9991058186
2066,55679,0.1379549141,0.4307692308,1,0.0695093458,0,1-2 Year,1,2.3813414666,0.0177344393,0.9480968858,0.7796923396
2067,343490,0.1379549141,0.4615384615,1,0.0796573876,0,1-2 Year,1,0.1574758368,0.0074650608,0.3910034602,0.7756690044
2068,284957,0.1379549141,0.7692307692,1,0.1870630398,0,> 2 Years,1,0.6083536919,0.2097137628,0.830449827,0.7223032784
2069,105527,0.1040223002,0.0307692308,1,0.0999176955,1,< 1 Year,0,-0.2173545349,0.3537441741,0.3944636678,0.9994264009
2070,89520,0.1379549141,0.3538461538,1,0.1870630398,0,1-2 Year,0,0.1488129354,0.2097137628,0.9896193772,0.9500695258
2071,176858,0.1379549141,0.5384615385,1,0.1127921113,1,1-2 Year,0,-0.3457864088,0.2097137628,0.4982698962,0.9993765662
2072,177955,0.1379549141,0.3384615385,1,0.1870630398,0,1-2 Year,0,0.9764979316,0.2097137628,0.5363321799,0.949731944
2073,8025,0.1040223002,0.0923076923,1,0.0625686059,1,< 1 Year,0,-0.5186955952,0.3537441741,0.0311418685,0.9995265856
2074,51952,0.1040223002,0.0461538462,1,0.0958711869,0,< 1 Year,1,-0.2004938543,0.3537441741,0.5432525952,0.7982248886
2075,150576,0.1040223002,0.3846153846,1,0.0958711869,0,1-2 Year,1,0.2765471259,0.1935077586,0.3979238754,0.7863362562
2076,127968,0.1379549141,0.0769230769,1,0.0721455458,0,< 1 Year,1,-0.4143919367,0.3537441741,0.4602076125,0.8167687626
2077,359685,0.1379549141,0.0615384615,1,0.0796573876,1,< 1 Year,0,0.4469562805,0.3537441741,0.5813148789,0.9994768812
2078,58835,0.1040223002,0.6923076923,1,0.1870630398,0,1-2 Year,1,-0.0762480804,0.2097137628,0.5951557093,0.7211691813
2079,219754,0.1379549141,0.4307692308,1,0.1870630398,0,1-2 Year,1,1.0441732151,0.0278168633,0.8096885813,0.6765279329
2080,132112,0.1040223002,0.0153846154,1,0.1097234612,1,< 1 Year,0,-0.1645631625,0.3537441741,0.5121107266,0.9993968806
2081,346917,0.1379549141,0.0307692308,1,0.1236947791,1,< 1 Year,0,-0.2330524099,0.0278168633,0.0761245675,0.9991636168
2082,91364,0.1040223002,0.9076923077,1,0.1870630398,1,1-2 Year,0,1.2869670156,0.0260522751,0.553633218,0.9990268104
2083,332235,0.1040223002,0.9230769231,1,0.1870630398,0,1-2 Year,1,-1.6234190157,0.1935077586,0.2006920415,0.7308526167
2084,43597,0.1379549141,0.7538461538,1,0.0995762712,0,1-2 Year,1,-1.6234190157,0.1935077586,0.1107266436,0.798400445
2085,333735,0.1040223002,0.0153846154,1,0.1016852869,1,< 1 Year,0,0.0783469185,0.0572867981,0.5363321799,0.9992559801
2086,151658,0.1379549141,0.3692307692,1,0.1300339641,0,1-2 Year,1,0.0319509768,0.1935077586,0.0484429066,0.7587948602
2087,207485,0.1040223002,0.0769230769,1,0.1424843424,1,< 1 Year,0,0.3437572872,0.3537441741,0.1591695502,0.9993040237
2088,378588,0.1040223002,0.4461538462,1,0.1229831885,0,1-2 Year,1,0.440793411,0.001974502,0.4567474048,0.7364422837
2089,373782,0.1040223002,0.3230769231,1,0.0739940311,1,1-2 Year,1,-1.6234190157,0.0278168633,0.0968858131,0.9951366302
2090,369825,0.1040223002,0.0,1,0.0714553991,1,< 1 Year,0,-0.2525875433,0.0572867981,0.384083045,0.9993549365
2091,300299,0.1040223002,0.3538461538,1,0.1229831885,0,1-2 Year,1,1.985813156,0.0005051052,0.3633217993,0.7299902663
2092,175723,0.1379549141,0.4615384615,1,0.0728764479,0,1-2 Year,1,0.3081172968,0.2097137628,0.6816608997,0.8077381856
2093,199067,0.1379549141,0.5230769231,1,0.0671936759,0,1-2 Year,1,-0.2807855781,0.2097137628,0.124567474,0.8151986402
2094,189298,0.1379549141,0.1846153846,1,0.0995762712,0,1-2 Year,1,-1.6234190157,0.0278168633,0.3079584775,0.7559663279
2095,80416,0.1379549141,0.2615384615,1,0.0958711869,0,1-2 Year,0,0.4898056653,0.0042376356,0.4083044983,0.9603095115
2096,177228,0.1040223002,0.0153846154,1,0.0857525681,0,< 1 Year,1,-0.6231736746,0.0572867981,0.7474048443,0.7638789615
2097,28558,0.1379549141,0.0,1,0.0728764479,1,< 1 Year,0,0.1158473978,0.0572867981,0.6401384083,0.9993468242
2098,374191,0.1379549141,0.0461538462,1,0.098000784,1,< 1 Year,0,-1.6234190157,0.3537441741,0.1557093426,0.999442116
2099,39339,0.1379549141,0.0461538462,1,0.0714553991,0,< 1 Year,0,-0.0162473136,0.3537441741,0.0484429066,0.9722567744
2100,340608,0.1040223002,0.0153846154,1,0.0796573876,0,< 1 Year,1,0.2396861897,0.3537441741,0.6297577855,0.8084612813
2101,312560,0.1040223002,0.0615384615,1,0.0999176955,1,< 1 Year,0,-0.179505214,0.3537441741,0.2110726644,0.9994304066
2102,104608,0.1040223002,0.5538461538,1,0.1870630398,1,1-2 Year,0,0.2284651161,0.0010954878,0.8892733564,0.9989462447
2103,223628,0.1040223002,0.4,1,0.1870630398,0,1-2 Year,1,-1.6234190157,0.1935077586,0.2387543253,0.7110146816
2104,167902,0.1379549141,0.5384615385,1,0.1236947791,1,1-2 Year,1,1.6280760261,0.2097137628,0.7820069204,0.9947375906
2105,352232,0.1040223002,0.0,1,0.0902406417,1,< 1 Year,1,-0.1809587209,0.0572867981,0.9965397924,0.9944415187
2106,98955,0.1379549141,0.6307692308,1,0.1229831885,1,1-2 Year,0,-0.0672944776,0.2097137628,0.23183391,0.999357179
2107,298693,0.1379549141,0.2153846154,1,0.0739940311,0,1-2 Year,1,0.1098589492,0.1935077586,0.3183391003,0.798289915
2108,46349,0.1040223002,0.1076923077,1,0.1870630398,1,< 1 Year,0,0.3741065122,0.3537441741,0.2076124567,0.999147482
2109,328351,0.1040223002,0.5230769231,1,0.1870630398,1,1-2 Year,0,1.225338321,0.0026928009,0.3494809689,0.9989361146
2110,201392,0.1040223002,0.4153846154,1,0.1870630398,0,1-2 Year,1,0.471549618,0.2097137628,0.0103806228,0.7105246411
2111,216051,0.1040223002,0.6923076923,1,0.1870630398,0,1-2 Year,1,0.5655624474,0.1935077586,0.5121107266,0.7173328914
2112,374623,0.1379549141,0.0153846154,1,0.0731707317,0,< 1 Year,1,0.5666671127,0.3537441741,0.8339100346,0.812343966
2113,215922,0.1040223002,0.0615384615,1,0.0958711869,1,< 1 Year,0,0.6284702281,0.3537441741,0.830449827,0.9994335325
2114,103348,0.1040223002,0.6461538462,1,0.1870630398,0,> 2 Years,1,-0.3129371517,0.0177344393,0.1868512111,0.6875813421
2115,91395,0.1379549141,0.3846153846,1,0.1229831885,1,1-2 Year,0,-0.0967715985,0.1935077586,0.7301038062,0.9993149157
2116,274581,0.1040223002,0.4461538462,1,0.1870630398,0,> 2 Years,1,0.789751359,0.2097137628,0.9411764706,0.7093938604
2117,215147,0.1379549141,0.1230769231,1,0.1870630398,1,< 1 Year,0,-0.0726433832,0.3537441741,0.8477508651,0.9991489314
2118,256996,0.1040223002,0.0,1,0.0796573876,0,< 1 Year,1,2.4900637862,0.0572867981,0.8442906574,0.7627961059
2119,202461,0.1379549141,0.0615384615,1,0.0739940311,1,< 1 Year,0,-1.6234190157,0.3537441741,0.7993079585,0.999499865
2120,195886,0.1379549141,0.5230769231,1,0.1229831885,0,> 2 Years,1,1.7244726068,0.0177344393,0.7508650519,0.7388127579
2121,276751,0.1379549141,0.4153846154,1,0.1237219516,0,1-2 Year,1,0.0482883949,0.2097137628,0.5190311419,0.7673381697
2122,221581,0.1379549141,0.1384615385,1,0.1870630398,1,< 1 Year,0,4.1910157566,0.3537441741,0.1660899654,0.9991202206
2123,17068,0.1379549141,0.0461538462,1,0.0739940311,1,< 1 Year,0,0.135556952,0.3537441741,0.6089965398,0.9994904913
2124,377082,0.1040223002,0.3538461538,1,0.1870630398,1,1-2 Year,0,0.219453373,0.0026928009,0.6747404844,0.9989095115
2125,134797,0.1040223002,0.4307692308,1,0.0739940311,0,1-2 Year,0,-0.1254347555,0.2097137628,0.830449827,0.9704669393
2126,365276,0.1379549141,0.3692307692,1,0.0958711869,0,1-2 Year,1,-1.6234190157,0.0008494951,0.0865051903,0.7617557322
2127,33757,0.1040223002,0.1538461538,1,0.104607721,1,< 1 Year,0,-1.6234190157,0.3537441741,0.6851211073,0.9994335594
2128,369057,0.1040223002,0.2769230769,1,0.1016852869,0,1-2 Year,1,0.2567212912,0.1935077586,0.6989619377,0.7778474641
2129,48751,0.1040223002,0.1230769231,1,0.1237219516,1,< 1 Year,0,-0.0415383345,0.2097137628,0.5605536332,0.9992882089
2130,97407,0.1379549141,0.6153846154,1,0.1870630398,1,1-2 Year,0,-0.4382875909,0.2097137628,0.107266436,0.9991348402
2131,49253,0.1040223002,0.3692307692,1,0.1870630398,1,1-2 Year,0,2.9518720136,0.1935077586,0.1211072664,0.9990503965
2132,43457,0.1379549141,0.4307692308,1,0.1870630398,0,1-2 Year,1,0.4472469818,0.2097137628,0.7820069204,0.7097809322
2133,134912,0.1379549141,0.0615384615,1,0.0679706601,1,< 1 Year,0,0.3566062886,0.3537441741,0.5674740484,0.9995051421
2134,17064,0.1379549141,0.3538461538,1,0.0796573876,1,1-2 Year,0,0.1094519672,0.2097137628,0.8477508651,0.9994428276
2135,7467,0.1379549141,0.6769230769,1,0.1870630398,0,1-2 Year,1,0.0660211796,0.2097137628,0.339100346,0.7207554363
2136,269161,0.1379549141,0.2307692308,1,0.1870630398,0,1-2 Year,1,0.8522521577,0.0260522751,0.5294117647,0.6688877862
2137,133459,0.1379549141,0.0461538462,1,0.1870630398,1,< 1 Year,0,0.7725418367,0.3537441741,0.7093425606,0.9991303789
2138,221155,0.1379549141,0.2461538462,1,0.1870630398,0,1-2 Year,1,-0.2964834531,0.0157468177,0.2110726644,0.670764889
2139,10060,0.1379549141,0.0769230769,1,0.0625686059,1,< 1 Year,0,4.098630855,0.3537441741,0.8477508651,0.9994995452
2140,134771,0.1040223002,0.3384615385,1,0.1870630398,0,1-2 Year,1,0.5042825945,0.2097137628,0.5743944637,0.7064542076
2141,62045,0.1379549141,0.3076923077,1,0.0958711869,0,1-2 Year,1,0.6342261156,0.0021876958,0.4359861592,0.7552010474
2142,81023,0.1040223002,0.2,1,0.0958711869,0,1-2 Year,1,-1.6234190157,0.0157468177,0.0242214533,0.7583000222
2143,127581,0.1379549141,0.0461538462,1,0.1248492967,1,< 1 Year,0,0.3774205081,0.3537441741,0.6505190311,0.9993522843
2144,14091,0.1379549141,0.3538461538,1,0.1016852869,0,1-2 Year,1,0.1749179201,0.1935077586,0.7716262976,0.7803649352
2145,99248,0.1040223002,0.0307692308,1,0.1870630398,1,< 1 Year,0,0.4323630707,0.3537441741,0.678200692,0.9991310185
2146,247321,0.1379549141,0.0769230769,1,0.0999176955,1,< 1 Year,0,1.0812085721,0.3537441741,0.5570934256,0.9994232066
2147,357354,0.1040223002,0.0923076923,1,0.0787383708,1,< 1 Year,0,-0.3487515629,0.3537441741,0.107266436,0.9994882913
2148,2203,0.1379549141,0.0615384615,1,0.1870630398,1,< 1 Year,0,1.3352234463,0.3537441741,0.6401384083,0.9991285923
2149,242615,0.1040223002,0.3384615385,1,0.1192482178,1,1-2 Year,0,-1.6234190157,0.2097137628,0.7404844291,0.9993398651
2150,323294,0.1379549141,0.0461538462,1,0.0671936759,0,< 1 Year,0,-1.6234190157,0.3537441741,0.5224913495,0.9730966311
2151,362628,0.1379549141,0.1076923077,1,0.0958711869,0,1-2 Year,1,0.2095695258,0.2097137628,0.8027681661,0.7792763273
2152,32992,0.1040223002,0.3384615385,1,0.1236947791,0,1-2 Year,1,-1.6234190157,0.0278168633,0.1833910035,0.7404109894
2153,281972,0.1040223002,0.3384615385,1,0.1229831885,0,1-2 Year,1,-0.4418341478,0.1935077586,0.6885813149,0.7635592293
2154,349316,0.1040223002,0.5384615385,1,0.1870630398,0,1-2 Year,1,0.5542250932,0.0260522751,0.8062283737,0.6816802825
2155,305924,0.1379549141,0.3384615385,1,0.1870630398,0,1-2 Year,1,0.7188783602,0.0260522751,0.4325259516,0.6738302285
2156,180624,0.1040223002,0.1230769231,1,0.0739940311,1,< 1 Year,0,-0.088515679,0.3537441741,0.9100346021,0.9994975889
2157,150014,0.1379549141,0.5846153846,1,0.1870630398,0,1-2 Year,1,0.0853237519,0.2097137628,0.3979238754,0.7171077098
2158,55496,0.1379549141,0.8615384615,1,0.1870630398,1,1-2 Year,0,0.9271949759,0.1935077586,0.0276816609,0.999152036
2159,275133,0.1379549141,0.0769230769,1,0.0714553991,1,< 1 Year,0,0.61213281,0.3537441741,0.0899653979,0.9994993099
2160,232073,0.1379549141,0.4461538462,1,0.150798722,0,1-2 Year,1,-0.2202034085,0.2097137628,0.7474048443,0.7452393542
2161,94047,0.1040223002,0.4923076923,1,0.1870630398,0,1-2 Year,1,0.5553297585,0.2097137628,0.9134948097,0.7117031121
2162,361055,0.1379549141,0.0461538462,1,0.0958711869,1,< 1 Year,0,0.1312545714,0.3537441741,0.4394463668,0.9994365987
2163,280947,0.1040223002,0.0615384615,1,0.0671936759,1,< 1 Year,0,-0.3121231878,0.3537441741,0.660899654,0.999509773
2164,198448,0.1379549141,0.0153846154,1,0.0958711869,0,< 1 Year,1,1.0909761388,0.3537441741,0.8961937716,0.7947225255
2165,289848,0.1379549141,0.4461538462,1,0.0751138088,0,1-2 Year,1,-1.6234190157,0.1935077586,0.7820069204,0.8064063609
2166,201536,0.1040223002,0.2923076923,1,0.0751138088,1,1-2 Year,0,0.3513155233,0.1935077586,0.4256055363,0.9994414644
2167,164005,0.1040223002,0.0307692308,1,0.1237219516,1,< 1 Year,0,-1.6234190157,0.0572867981,0.0346020761,0.9991950241
2168,116326,0.1040223002,0.0461538462,1,0.0625686059,1,< 1 Year,0,0.2201510564,0.3537441741,0.1418685121,0.9995185067
2169,343803,0.1040223002,0.1230769231,1,0.1870630398,1,< 1 Year,0,0.1530571757,0.3537441741,0.5017301038,0.9991496097
2170,4271,0.1040223002,0.4153846154,1,0.1870630398,0,1-2 Year,1,0.8382403507,0.2097137628,0.7093425606,0.7085201153
2171,367060,0.1040223002,0.6923076923,1,0.0958711869,0,1-2 Year,0,3.4330990938,0.2097137628,0.76816609,0.967852293
2172,192283,0.1379549141,0.0461538462,1,0.1237219516,0,1-2 Year,1,-1.6234190157,0.0157468177,0.3321799308,0.7274591279
2173,284435,0.1379549141,0.0153846154,1,0.1097234612,1,< 1 Year,0,0.0086367253,0.3537441741,0.3910034602,0.9993964887
2174,310026,0.1379549141,0.1846153846,1,0.1870630398,1,1-2 Year,0,0.6319005045,0.0033356621,0.8269896194,0.9988688253
2175,2847,0.1040223002,0.4461538462,1,0.0995762712,1,1-2 Year,0,-1.6234190157,0.1935077586,0.4048442907,0.9994036071
2176,3403,0.1040223002,0.0615384615,1,0.1016852869,1,< 1 Year,0,2.2587236205,0.0572867981,0.723183391,0.9992451469
2177,366352,0.1379549141,0.4769230769,1,0.1870630398,0,1-2 Year,1,-1.6234190157,0.0157468177,0.9065743945,0.6817933182
2178,51746,0.1379549141,0.2461538462,1,0.1870630398,0,1-2 Year,1,0.3571876914,0.0260522751,0.4844290657,0.6706942352
2179,56932,0.1379549141,0.0307692308,1,0.1127921113,0,< 1 Year,1,-0.3150302017,0.3537441741,0.7577854671,0.7845890558
